regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date
Sachsen,80,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,10,1.28,40,384.38,1987,113678478,NA,district_heating,FALSE,Sachsen,TRUE,4,219.38,297c,65.88,Sächsische_Schweiz_Osterzgebirge_Kreis,modernized,NA,NA,Dresdner Stra&szlig;e,Dresdner_Straße,FALSE,1,roof_storey,01705,3,83.6,5,6,3,FALSE,3,Sächsische_Schweiz_Osterzgebirge_Kreis,Freital,"Helle Räume ermöglichen Ihnen mitten in Freital-Deuben ein entspanntes Wohngefühl. Gleichzeitig ist die Nähe zu allen notwendigen Versorgungseinrichtungen einfach optimal. Aber nun erst mal hinein in Ihre neue 3-Raum-Wohnung. Gleich beim Betreten des Flures werden Sie feststellen, dass er durch die Ecklösung attraktiv gestaltet werden kann. Im Wohnbereich findet nicht nur Ihre große Couch Platz, nein, auch der gemütliche Essbereich. In der Küche haben Ihre Küchenmöbel ausreichend Platz. Die beiden anderen Räume sind das Schlaf- und Kinderzimmer - hier findet jeder seinen eigenen und vom Wohnzimmer durch den Flur akustisch gut getrennten Rückzugsort. Die Größe dieser beiden Räume lässt auch keine Wünsche offen. Perfekt ist, dass das frisch sanierte Bad über eine Wanne verfügt. So können Sie nach einem anstrengenden Tag bei einem Schaumbad entspannen. Nicht zu vergessen, der Balkon, welcher vom Kinderzimmer abgeht und nicht nur der Platz für das Trocknen der kleinen Wäsche zwischendurch sein sollte.
Die Decken dieser Wohnung sind bereits Raufaser tapeziert und weiß gestrichen. Die Wände können Sie mit frischen Tapeten und Farbe selbst gestalten. Außerdem befinden sich in allen Räumen neue in einem freundlichen Holzton gehaltene Fußbodenbeläge.
Gemeinschaftlich können Sie Trockenraum und Wäscheplatz nutzen. Öffentliche PKW-Stellflächen finden Sie gleich vor dem Wohnhaus. Und den Spielplatz für Ihren Nachwuchs liegt direkt hinter dem Haus.
Vereinbaren Sie doch einfach einen Besichtigungstermin mit uns.","Küche mit elektrischer Lüfteranlage, Fliesenspiegel im Arbeitsbereich, Anschluss E-Herd; gefliestes Bad mit elektrischer Lüfteranlage, mit Wanne und Waschmaschinenanschluss; Balkon; Decken Raufaser weiß; lackierte Innentüren; neue Kunststoffbeläge; Keller; TV-Empfang über Pyur; Internet über TV-Kabel oder DSL (wählbar), gemeinschaftliche Nutzung: Wäscheplatz und Trockenraum",86,C,NA,NA,NA,Oct19
Hessen,190,central_heating,NA,NA,FALSE,TRUE,22,5.28,NA,2140,NA,111407431,NA,NA,TRUE,Hessen,TRUE,NA,1950,NA,91,Frankfurt_am_Main,fully_renovated,luxury,NA,no_information,NA,FALSE,8,apartment,60385,3.5,NA,2,5,3,FALSE,4,Frankfurt_am_Main,Sachsenhausen_Nord,"Die schöne, zentral gelegene Wohnung befindet sich in einem gepflegten Wohn- und Geschäftshaus.
Im Zuge der Renovierung  wurde eine neue Küche und ein neuer Parkettfußboden eingebracht. Der Südbahnhof und die beliebte Schweizer Straße sind in unmittelbarer Nähe.

Bitte senden Sie Ihre Bewerbungsanfrage mit Angabe von:

-  Anzahl der einziehenden Personen
-  Ab wann Sie einziehen möchten
-  Beruf und Einkommen

direkt an:

mail@cs-immo.eu

Vielen Dank.

Please send your application with:

-  Number of persons
-  Prefered lease start
-  Profession and income

Directly to:

mail@cs-immo.eu

thank you.","Die Altbauwohnung ist in allen Wohnräumen mit Parkettfußboden ausgestattet und verfügt über zwei kleine Balkone. Das helle, Tageslicht Badzimmer mit anschließendem Ankleideraum verfügt über eine Badewanne sowie einen Anschluss für Waschmaschine und Trockner.
Eine neue, schöne und moderne Einbauküche wird dem Mieter gestellt und verfügt über alle erforderlichen modernen Geräte. Den Kühlschrank bringt sich der Mieter selbst mit.
Der großzügige Wohnbereich ist über Tür von dem Essbereich abtrennbar. 
Von dem Wohn-Essbereich gelangt man auf den Südost- Balkon.

 - Balkon
 - Einbauküche
 - Gäste WC
 

Für den Mietvertrag ist eine Mindestlaufzeit von 2 vorgesehen.

The apartment will be rented to max. 3 Person, available now.
Living room and a separate kitchen, with a built in kitchen and a small balcony. The fridge you need to bring yourself.
Master bedroom a bathroom beside, with  bath tub. Separate Guest toilet.

Minimum rental time 2 years.",NA,NA,NA,NA,NA,May19
Nordrhein_Westfalen,134,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,13,4.76,40,NA,1953,111303749,NA,district_heating,FALSE,Nordrhein_Westfalen,TRUE,2,489,9,70,Gelsenkirchen,well_kept,normal,negotiable,Herforder Stra&szlig;e,Herforder_Straße,FALSE,3,apartment,45892,3,126.7,1,3,3,TRUE,3,Gelsenkirchen,Resser_Mark,"Das Mehrfamilienhaus mit 4 Wohneinheiten ist aktuell in der umfassenden Modernisierungsphase. Neben dem erstmaligen Einbau einer Zentralheizung (Gasbrennwerttherme) werden unter anderem folgende Maßnahmen durchgeführt:

Haben Sie Interesse? Dann senden Sie die Objekt-Id 1392-13-M per WhatsApp an 0172 8877030, per Telegram an LEGWohnen oder per Threema an *LEGCHAT.

Wichtiger Hinweis: Nachdem Sie das Kontaktformular im Portal ausgefüllt und verschickt haben, erhalten Sie von uns innerhalb von 15 Minuten eine E-Mail. 

Bitte folgen Sie dem dort angegebenen Link, um Ihre E-Mail-Adresse und Ihre Angaben zu bestätigen.","- Balkon
- Gegesprecheinrichtung 
- Kabelanschluss UnityMedia
- Rauchmelder
- Keller
- Waschküche und Trockenraum
- Gemeinschaftsgarten",76,D,NA,NA,NA,May19
Berlin,155,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,19,7.78,40,1766,1914,115176177,NA,natural_gas_light,TRUE,Berlin,FALSE,1,1500,NA,111,Berlin,NA,NA,negotiable,no_information,NA,FALSE,7,roof_storey,10245,3,114.6,5,5,3,FALSE,5,Berlin,Friedrichshain_Friedrichshain,"Suchen Sie eine 3-Zimmerwohnung in Friedrichshain?

Willkommen in Ihrer Traumwohnung!

Die 3-Zimmerwohnung befindet sich im Seitenflügel im Dachgeschoss eines gepflegten Altbaus. 

Insgesamt verfügt die Wohnung über drei Zimmer, wobei eines mit der Küche verbunden ist, ein Wannenbad mit Fenster, ein Gäste-WC mit Dusche und eine Küche mit Einbauküche. Der Waschmaschinenanschluss befindet sich im Wannenbad. Komplettiert wird das Wohnungsangebot mit einer Terrasse.

Der U-Bhf. Frankfurter Tor (U5) ist in wenigen Gehminuten erreicht.

Es wird ein unbefristeter Mietvertrag mit einer Mindestmietlaufzeit von 15 Monaten angeboten (inkl. dreimonatiger Kündigungsfrist). 

Staffelmietvereinbarung: 2,5 % jährlich. Bezogen auf die Nettokaltmiete. Begrenzt auf 10 Jahre.",NA,111,NA,NA,NA,NA,Feb20
Bayern,180,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,15,4.86,40,918,1980,109472422,1,gas,FALSE,Bayern,TRUE,3,738,4,73,Regensburg,modernized,NA,NA,Merkurstra&szlig;e,Merkurstraße,FALSE,5,raised_ground_floor,93051,2,112.4,NA,NA,2,FALSE,3,Regensburg,Kumpfmühl_Ziegetsdorf_Neuprüll,"Diese ansprechende Hochparterre-Wohnung kann ab dem 01.04.2020
bezogen werden. Das Objekt verfügt über zwei attraktive Zimmer, eine Küche und eine geräumige Abstellkammer / Garderobe.
Der Wohn / Essbereich ist sehr großzügig und hell gestaltet.

Besonders hervorzuheben ist der verglaste Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Die Wohnung kann neben dem Haupteingang zusätzlich über einen eigenen Zugang erreicht werden. Somit können Sie Ihre Einkäufe direkt in die Wohnung bringen.
Ein TG-Stellplatz für Ihr Auto und ein eigener, großer gemauerter Kellerraum stehen Ihnen außerdem zur Verfügung.
Der Kellerraum verfügt über einen Waschmaschinenanschluss und ist von der Wohnung aus schnell zu erreichen.
Die Wohnung wurde 2012 teilsaniert (Wärmedämmung) und Böden).
2015 wurden die Fenster erneuert. Der Heizkörper im Wohnzimmer wurde ausgewechselt.
Zusätzlich ist ein Fahrradabstellraum vorhanden.
Ein aktueller Energieausweis liegt vor.","verglaster Balkon, Eigener Zugang möglich, Eigener großer gemauerter Keller mit Waschmaschinenanschluss",NA,D,2015,NA,NA,Feb20
Hessen,120,NA,ONE_YEAR_FREE,NA,TRUE,TRUE,5,2.91,40,NA,2018,111256009,1,district_heating,TRUE,Hessen,TRUE,9,805,16,64,Marburg_Biedenkopf_Kreis,mint_condition,NA,NA,Hedwig-Jahnow-Str.,Hedwig-Jahnow-Str.,TRUE,6,apartment,35037,2,NA,1,4,2,FALSE,3,Marburg_Biedenkopf_Kreis,Marburg,"Wohnung mit 2 Zimmer, Einbauküche, Bad, WC, Balkon, Fußbodenheizung, 2018 Neubau","Balkon, Keller, Fahrstuhl, Duschbad, Einbauküche, Gäste-WC, Barrierefrei, Parkett

Bemerkungen:
1 Schlafzimmer, 1 Eß- und Wohnzimmer mit Einbauküche, Parkett-Fußboden, Fußbodenheizung, Balkon, Einbauküche mit Kühl-Gefrierkombination, Herd, Abzugshaube, Backofen.
Haus mit Fahrstuhl, Waschkeller und Keller je Wohnung.",NA,NA,NA,NA,NA,May19
Sachsen_Anhalt,77,NA,ONE_YEAR_FREE,NA,FALSE,TRUE,11,-0.16,40,NA,NA,112882533,NA,NA,FALSE,Sachsen_Anhalt,TRUE,NA,324,2,54,Wittenberg_Kreis,fully_renovated,NA,negotiable,Am Elbtor,Am_Elbtor,FALSE,2,ground_floor,06886,2,NA,NA,2,2,FALSE,2,Wittenberg_Kreis,Lutherstadt_Wittenberg,Das Haus Am Elbufer 2 befindet sich hinter der Dessauer Straße.  Auf drei Etagen befinden sich 6 Wohnungen. Das Haus ist unterkellert und Balkone sind mit Blick auf den ruhigen grünen Vorplatz angebracht.,"- Tageslichtbad
- Bad mit Wanne
- großer Balkon
- Wechselsprechanlage
- Keller",54,NA,NA,NA,NA,Oct19
Sachsen,168.7,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,7,0,40,418.7,NA,111625669,NA,gas,FALSE,Sachsen,FALSE,NA,250,19,67.48,Chemnitz,well_kept,NA,negotiable,Ebersdorfer Stra&szlig;e,Ebersdorfer_Straße,FALSE,1,roof_storey,09131,2,NA,NA,4,2,TRUE,3,Chemnitz,Ebersdorf,"Schön helle und lichtdurchflutete Zimmer. 2 Räume im sanierten Altbau.

Die Wohnräume sind mit Laminat versehen.

Das Tageslichtbad ist mit Wanne ausgestattet.

Die Küche ist separat gestaltet. 

Die Wohnung liegt im Dachgeschoss. 

Jedem Mieter steht ein Kellerabteil zu. 

Bezug ab sofort möglich.","- 2 Räume
- Laminat und Fliesen
- Bad mit Wanne und Fenster
- separate Küche 
- Antennen- und Telefonanschluss
- eigenes Kellerabteil
- auf Wunsch eigener Gartenanteil",NA,NA,NA,NA,NA,Oct19
Sachsen,55,district_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,6,4.55,10,340,1990,84395792,NA,district_heating,FALSE,Sachsen,TRUE,4,220,1-6,54,Vogtlandkreis,NA,normal,negotiable,G&ouml;ltzschtalblick,Göltzschtalblick_,FALSE,1,NA,08236,3,69,5,5,3,FALSE,2,Vogtlandkreis,Ellefeld,"Ruhige, germütliche 3 Raum Wohnung in angenehmem Wohnumfeld,
angenehme Wohnlage, unverbaubarer Fernblick ins Grüne
Kinderzimmer auch als Schlaf- oder Arbeitszimmer nutzbar
die Wohnung ist aufgrund ihrer Größe und Mietpreis auch für alleinerziehende Elternpaare gut geeignet oder für Ehepaar mit Platzbedarf","Wannenbad komplett gefliest, Wände Rauhfaser weiß, Fußbodenbelag in moderner Holzoptik,",65,B,NA,NA,NA,Oct19
Bayern,160,oil_heating,ONE_YEAR_FREE,10,FALSE,TRUE,24,5.92,2.4,1050,1972,115552251,1,oil,TRUE,Bayern,TRUE,3,890,NA,120,Unterallgäu_Kreis,modernized,sophisticated,NA,no_information,NA,FALSE,6,ground_floor,86871,3,NA,0,2,3,TRUE,5,Unterallgäu_Kreis,Rammingen,"Ab 01.03.2020 Wohung frei zu vermieten!

Sehr schöne EG 3 Zimmer Wohnung mit Wintergarten.
Besichtigung und Expose auf Anfrage!

Ideal für Paar, da kein Kinderzimmer vorhanden. Kellerzimmer (beheizt mit Lüftungsanlage) als Büro oder Gästezimmer nutzbar, wenn kein Bedarf dafür besteht, reduziert sich der Mietzins auf 800€ (kalt).

Besichtigungstermin Samstag 15. Feb. von 10 bis 12 Uhr möglich.

Info zur Gemeinde Rammingen bei Skyline-Park unter:
www.rammingen.de

Bei Interesse bitte anrufen, unter der Woche ab 18.00 Uhr, am Wochenende 9.00 - 20.00Uhr.
unter: 0171-8838904","Haro-Vinyl-Boden in Wohnen und Schlafen. Fließen in Wohnküche, Bad und Wintergarten. Fertigheizkörper in allen Räumen und zusätzlich FBH in Küche, Bad, WC und Wintergarten.",NA,NA,2016,NA,NA,Feb20
Baden_Württemberg,200,floor_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,10,4.69,10,1050,2010,110430953,1,gas,TRUE,Baden_Württemberg,TRUE,7,850,NA,85,Esslingen_Kreis,well_kept,normal,no,no_information,NA,TRUE,6,apartment,73770,3,NA,1,3,3,FALSE,4,Esslingen_Kreis,Denkendorf,"Seniorenwohnanlage mit 14 Wohneinheiten. Diese helle, ruhige und gepflegte Wohnung liegt im ersten OG. Das Objekt ist barrierefrei und bequem über einen Fahrstuhl zu erreichen. Zur Wohnung gehört auch ein überdachter Balkon. Ihnen stehen außerdem eine Einbauküche sowie ein Stellplatz in der Tiefgarage für Ihr Auto und ein Kellerraum zur Verfügung.","Die Wohnung verfügt über einen großen Wohnbereich. Die Zimmer sind mit Eichenvollholzparkett ausgelegt. Küche, Tageslichtbad und Gäste WC sind gefliest. Die raumhohen Fenster sind mit elektrischen Rolläden ausgestattet.",NA,NA,NA,NA,NA,May19
Niedersachsen,160,central_heating,ONE_YEAR_FREE,10,FALSE,TRUE,13,4.35,2.4,1120,1990,110637286,1,gas,TRUE,Niedersachsen,TRUE,4,960,27,92,Stade_Kreis,well_kept,NA,negotiable,Fritz-Reuter-Stra&szlig;e,Fritz-Reuter-Straße,FALSE,6,apartment,21680,4,99,1,2,4,FALSE,4,Stade_Kreis,Stade,Die Wohnung befindet sich im 1. Obergeschoss einer sehr gepflegten Wohnanlage in ruhiger Lage (Stade-Campe) von Stade. Zu der Wohnung gehört ein Tiefgaragenstellplatz im Haus- der Preis hierfür ist in der Miete bereits enthalten.,"Die Wohnung verfügt über ein Schlafzimmer, zwei Kinderzimmer, ein Badezimmer mit Wanne, ein Gäste-WC, eine separate Küche mit Einbauküche, sowie einen großzügigen Wohn- und Essbereich. Von dort aus gelangt man auf den zum Verweilen einladenden Balkon. Abstellmöglichkeiten bietet ein zusätzlicher Kellerraum.
Zur Wohnung gehört ein Tiefgaragen-Stellplatz.",NA,C,NA,NA,NA,May19
Bremen,290,central_heating,ONE_YEAR_FREE,10,FALSE,FALSE,14,3.26,2.4,1040,1974,113577100,1,oil,FALSE,Bremen,TRUE,3,750,8,97.83,Bremerhaven,modernized,normal,NA,Neumarktstra&szlig;e,Neumarktstraße,TRUE,5,apartment,27570,3,156,NA,4,3,FALSE,4,Bremerhaven,Geestemünde,"Mitten im Herzen von Geestemünde liegt diese großzügige Etagenwohnung in der 4. Etage und ist bequem mit einem Fahrstuhl zu erreichen. Der beliebte Wochenmarkt befindet sich direkt vor der Tür und alle anderen Dinge des tägliche Bedarfs können fussläufig erledigt werden. Über das öffentliche Verkehrsnetz erreicht man schnell und unkompliziert alle anderen Stadtteile von Bremerhaven.

Die Wohnung ist vom Grundriss großzügig und modern aufgeteilt und spricht alle Altersgruppen an. Ein offener Wohn-Essbereich von ca. 35 m² mit angrenzender Küche wird durch zwei Loggien lichtdurchflutet.

Anmerkung:
==========
- Das Hauptbad, Gäste-WC sowie die Elektrotechnik werden renoviert.
- Der Vermieter gibt Ihnen die Möglichkeit im Bereich der Fliesen eine eigene Auswahl zu treffen.

Daher übernehmen Sie eine neugestaltete Wohnung mit guter und zeitgemäßer Ausstattung.","Allgemeines:
==========
Gesamthaus: 2 Eingänge Nr. 8 + Nr. 10
Wohneinheiten gesamt: 24
Wohnungs-No.: 20
Kfz-Stellplatz
Lage: 4.OG links  
Keller: Kellerraum vorhanden
TV Kabelfernsehen 

Besonderheit:
==========
- gemeinschaftlicher Fahrradraum
- Wasch/Trockenraum mit Münz Waschmaschinen

ENERGIEAUSWEIS
===============
Bj. der Immobilie: 1974
Bj. der Heizungsanlage: 1974
Verbrauchsausweis
Energiebedarf: 156,00 kWh
Energieeffizienzklasse: E
wesentlicher Energieträger: Öl
gültig bis 05.03.2029",NA,E,NA,NA,NA,Oct19
Sachsen,171,central_heating,NA,NA,FALSE,FALSE,12,1.19,NA,542,NA,112349843,NA,gas,FALSE,Sachsen,TRUE,NA,371,.,74,Zwickau_Kreis,NA,NA,negotiable,Rathenaustra&szlig;e,Rathenaustraße,FALSE,2,apartment,08412,3,NA,2,NA,3,FALSE,3,Zwickau_Kreis,Werdau,"* Küche mit Fenster
* Bad mit Wanne (ohne Fenster)
* großes Wohnzimmer
* sehr großes Schlafzimmer
* Abstellraum in der Whg.

Bodenkammer, Wäschetrockenboden, Wäscheplatz im Hof

Grünfläche im Hof zur allgemeinen Nutzung",NA,NA,NA,NA,NA,NA,Feb20
Brandenburg,162.75,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,16,-0.83,40,503.06,1988,112322457,NA,district_heating,FALSE,Brandenburg,TRUE,4,340.31,35,73.98,Cottbus,refurbished,normal,no,Willi-Budich-Stra&szlig;e,Willi-Budich-Straße,FALSE,2,apartment,03044,4,84,4,5,4,FALSE,3,Cottbus,Schmellwitz,"Die hier angebotene 4 Zimmerwohnung liegt in der 4. Etage eines Mehrfamilienhauses mit 12 Mietparteien im Aufgang. Das Wohnhaus befindet sich in einer familienfreundlichen Wohnanlage  mit einem begrünten Innenhof.   

Neben dem gemeinschaftlich nutzbaren Fahrradkeller verfügt jede Wohnung zudem über ein eigenes verschließbares Kellerabteil, welches ausreichend Abstellmöglichkeiten bietet.

Des Weiteren sorgen der Hausmeister- und Reinigungsservice für ein angenehmes Wohnumfeld.

Vor dem Haus sind ausreichend Parkflächen vorhanden.","Im Zuge der Gebäudesanierung wurde die Fassade isoliert, das Dach, das Treppenhaus, die Wohnungseingangstür und die Fenster erneuert bzw. getauscht.

Bis auf das Badezimmer und die Küche ist in allen Räumen Spannteppich verlegt. Das erste Kinderzimmer ist ein Durchgangskinderzimmer. Von hier gelangen Sie in das zweite Kinderzimmer. Die Küche mit Fenster ist mit Fußbodenfliesen versehen sowie im Nassbereich ebenfalls gefliest. Auch das Badezimmer ist gefliest und verfügt über alle sanitären Anschlüsse.

Die vorhandene TV-Dose ist schon bei Einzug voll funktionstüchtig, d.h. die Kabelgebühren sind bereits in den Nebenkosten enthalten und ein separater Vertrag mit dem örtlichen Versorger ist nicht notwendig.

Es ist KEIN Aufzug vorhanden.",67.32,C,NA,NA,NA,Oct19
Sachsen_Anhalt,180,gas_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,5,1.62,40,705,1960,115274405,NA,gas,FALSE,Sachsen_Anhalt,TRUE,2,705,42a,126,Anhalt_Bitterfeld_Kreis,NA,NA,NA,Bismarckstra&szlig;e,Bismarckstraße,FALSE,5,apartment,06749,6,NA,1,4,5,FALSE,6,Anhalt_Bitterfeld_Kreis,Bitterfeld_Wolfen,"6 Raumwohnung im 1. Obergeschoss in Bitterfeld, Bismarckstraße 42a. Der Fußboden  ist mit Laminat verlegt, Küche und das Wannenbad sind gefliest. Die Wohnung befindet sich in einem Mehrfamilienhaus in zentraler Wohnlage von Bitterfeld, der Stadtkern , Schulen und Kindergärten sind zu Fuß gut zu erreichen, ebenfalls bietet das Kaufland mit seinen großzügigen Öffnungszeiten kurze Wege.",NA,NA,NA,NA,NA,NA,Feb20
Baden_Württemberg,0,NA,ONE_YEAR_FREE,NA,FALSE,FALSE,8,8.89,40,1095,NA,107332215,NA,NA,FALSE,Baden_Württemberg,FALSE,NA,1095,NA,53,Stuttgart,NA,NA,no,no_information,NA,FALSE,7,apartment,70180,1,NA,NA,NA,1,FALSE,2,Stuttgart,Süd,"Komplett möbliertes 1-Zimmerapartment in Halbhöhenlage - Stuttgart-Süd. Das sehr gepflegte Einfamilienhaus steht in Hanglage - das Apartment findet sich im Gartengeschoss und verfügt über eine Terrasse.Die Aufteilung des Apartments ist folgendermaßen Wohnbereich mit Couch, Flat TV mit Sat-Anschluss und Schreibtisch. Schlafbereich mit Bett sowie Kleiderschrank und Kommode. Die Küchenzeile ist komplett ausgestattet mit Geschirrspüler sowie Mikrowelle und ist leicht separiert in einer Nische. Direkt im Anschluss an der Küchennische befindet sich ein kleiner Essbereich mit Tisch und zwei Stühlen. Parken ist auf der Straße vor dem Haus möglich. Internet wird zur Verfügung gestellt. Eine eigene Waschmaschine steht im Waschkeller zur Verfügung. Strom, Gas und Wasser werden separat nach Verbrauch abgerechnet (ca. 50), alle weiteren Nebenkosten sind im Mietpreis enthalten. Bettwäsche sowie Handtücher werden zur Verfügung gestellt und in regelmäßigem Abstand gewaschen. Ein Energieausweis ist noch nicht verfügbar.","Einbauküche, Kücheninventar, Backofen, Mikrowelle, Balkon, Kaffeemaschine, Wasserkocher, Geschirrspüler, Gefrierfach, Bett 1,40x2m, Internet, Dusche, Waschmaschine, Sat TV, TV, Bettwäsche, Handtücher, Hausmeister, Duschwand, Putzutensilien",NA,NA,NA,90.76,0.2055,Sep18
Sachsen_Anhalt,94,central_heating,ONE_YEAR_FREE,10,FALSE,FALSE,6,1.19,2.4,330.15,1995,47335676,1,gas,FALSE,Sachsen_Anhalt,TRUE,5,236.15,1-13,55.96,Salzlandkreis,mint_condition,NA,NA,Lehrter Str.,Lehrter_Str.,FALSE,1,roof_storey,39418,2,90,4,4,2,FALSE,2,Salzlandkreis,Staßfurt,Das Objekt liegt in Staßfurt. Das Objekt befindet sich in einem sehr guten Zustand und wird durch die Hausmeister stets in Ordnung gehalten. Eine gute Verkehrsanbindung an die A14 ist trotz der ruhigen Lage gegeben.,"Die Wohnungen ist mit einem PVC in Laminatoptik ausgelegt, das Bad befindet sich in einem neuwertigen Zustand und ist  mit einer Dusche ausgestattet.",NA,NA,NA,NA,NA,May19
Sachsen,67.5,central_heating,ONE_YEAR_FREE,10,FALSE,TRUE,15,0,2.4,430,NA,107704747,NA,NA,TRUE,Sachsen,TRUE,NA,295,5,58.44,Chemnitz,refurbished,NA,NA,Theodor-Lessing Stra&szlig;e,Theodor-Lessing_Straße,FALSE,1,raised_ground_floor,09112,2,130,NA,NA,2,TRUE,2,Chemnitz,Kaßberg,"gefliestes Bad mit Wanne, 
Laminat,
Balkon, 
Keller, 
Hausreinigung inklusive,
geflieste Küche mit Fenster,
Zugang zum Garten vom Balkon,
Einbauküche möglich gegen einen Aufpreis von 15,00 € monatlich",NA,67.5,NA,NA,NA,NA,May19
Nordrhein_Westfalen,120,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,9,3.51,40,565,1976,110772748,NA,district_heating:local_heating,TRUE,Nordrhein_Westfalen,TRUE,3,350,NA,77.43,Unna_Kreis,refurbished,NA,NA,no_information,NA,TRUE,2,apartment,59192,3,99,5,NA,3,FALSE,3,Unna_Kreis,Bergkamen,"Diese optimal geschnittene 3-Zimmer Wohnung liegt in der 5. Etage eines Mehrfamilienhauses aus dem Baujahr 1976.

Die Wohnfläche von ca. 77,43 m² verteilt sich auf ein Wohnzimmer mit Zugang zum Balkon, ein Schlafzimmer, ein Kinder-/Arbeitszimmer, die Küche, den Flur mit einem großzügigen Einbauschrank und das Badezimmer mit Badewanne. Des Weiteren gehört ein Kellerraum zu der Wohnung.

In die Wohnung wird eine neue Einbauküche mit Herd und Kühlschrank eingebaut. Das Badezimmer wird momentan komplett saniert.
",NA,95,NA,NA,NA,NA,May19
Nordrhein_Westfalen,164,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,23,4.11,40,654,1970,110281190,1,gas,FALSE,Nordrhein_Westfalen,TRUE,2,490,NA,52,Mettmann_Kreis,first_time_use_after_refurbishment,normal,negotiable,no_information,NA,FALSE,3,roof_storey,40880,2,116,2,2,2,TRUE,2,Mettmann_Kreis,Ratingen,"Bei dieser ansprechenden Immobilie handelt es sich um einen Erstbezug nach einer Kernsanierung in eine DG-Wohnung im zweiten Stock, die durch ihre neue, helle Innenausstattung besticht und zum 15.05.2019 bezogen werden kann. 
Das Objekt verfügt über zwei einladende, zeitlos geschnittene Zimmer.
Das Wohnzimmer liegt nach Süden hin, ein wunderschöner, lichtdurchfluteter Raum mit einer grossen Fensterfront und einem sehr schoenen Ausblick ins Grüne. Vom Wohnzimmer aus hat man den Zugang zum Balkon, der nach Süden ausgerichtet ist. 
Auf dem Balkon befindet sich eine kleine Abstellkammer, die reichlich Stauraum bietet.
Im Schlafzimmer gibt es zusätzlich eine sehr geräumige Drempelkammer, in der man Allerlei verstauen kann.
Das Tageslicht - Badezimmer ist mit einer Duschwanne ausgestattet.
In der Küche wurde die Elektrik komplett neu ausgerichtet und in den restlichen Zimmern erneuert.
In allen Zimmern sind im April 2019 modernste Schallschutzfenster der Klasse IV (Velux und Kömmerling) eingesetzt worden.
Ein aktueller Energieausweis liegt vor.
Die Heizungsanlage wurde 2013 erneuert.
Die Heizkörper im März 2019 ausgetauscht.
Besonders hervorzuheben ist, dass es nicht nur einen Balkon gibt, sondern Sie sich auch im Garten am Haus aufhalten können. 
Die Wohnung befindet sich in einem gepflegten und ruhigen Sechsparteienhaus.
Ihnen stehen außerdem ein Stellplatz für Ihr Auto, in der direkt gegenüberliegenden Tiefgarage, der zur Wohnung gehört, zur Verfügung als auch freie Stellplätze vor der Tür.
Im Untergeschoß befindet sich zu dem ein Waschraum in dem mehrere Waschmaschinen zur Mitbenutzung (Münzeinwurf) stehen sowie ein Trockenraum für die Wäsche. Auf dieser Ebene befindet sich auch der Kellerraum, welcher zu der Wohnung gehört.
In den Nebenkosten ist die Reinigung des Treppenhauses und des Eingangbereiches mitenthalten, die Pflege  des Gartens (Mähen, Baumschnitt etc.) und die Instandhaltung der Geräte in der Gemeinschaftswaschküche.","In der Wohnung wurde hochwertiges Laminat verlegt, zusätzlich mit  Trittschalldämmung und Wärmeisolierung.
Das Tageslicht - Badezimmer wurde gefließt und ist mit einer Duschwanne mit Glasaufsatz und rund um neuem Interieur von Grohe etc. ausgestattet.
In der Küche wurde die Elektrik komplett neu ausgerichtet und ein neuer, moderner, weisser Fliesenspiegel gefliest.
In allen Zimmern sind im April 2019 modernste Schallschutzfenster der Klasse IV (Velux und Kömmerling) eingesetzt worden.
Alle Innentüren wurden neu eingebaut.
In jedem Zimmer (außer im Bad) sind die Heizkörper ausgetauscht worden.
Im Schlafzimmer ist das Veluxfenster unteranderem mit einem Verdunkelungrollo ausgestattet.
Der Balkon wurde 2015 und 2019 modernisiert.
Vom Balkon aus haben sie Zugang zu einer Abstellkammer, die reichlich Stauraum bietet.",NA,NA,2019,NA,NA,May19
